id,name,dt,color,operator,altRelGEO,lon
23839,INMARSAT 3-F1,0,gray,other,94.8510360234141,306.254399603534
23839,INMARSAT 3-F1,180,gray,other,108.776614561306,305.864587216873
23839,INMARSAT 3-F1,360,gray,other,105.167025825722,305.768510434927
23839,INMARSAT 3-F1,540,gray,other,86.1435041364239,305.817881011765
23839,INMARSAT 3-F1,720,gray,other,62.8309349143383,305.608162457852
23839,INMARSAT 3-F1,900,gray,other,48.8903343869752,305.320802752528
23839,INMARSAT 3-F1,1080,gray,other,52.5163484271543,305.351412142217
23839,INMARSAT 3-F1,1260,gray,other,71.591091137052,305.476236996416
23839,INMARSAT 3-F1,1439,gray,other,94.8125444503457,305.248024331848
23842,ASTRA 1F,0,gray,other,19.4083934364171,44.3133518215459
23842,ASTRA 1F,180,gray,other,7.21177449619427,44.2844221183634
23842,ASTRA 1F,360,gray,other,-8.56560254130454,44.2871026640348
23842,ASTRA 1F,540,gray,other,-18.6436472572532,44.3189361762062
23842,ASTRA 1F,720,gray,other,-17.0893481893872,44.3603146168342
23842,ASTRA 1F,900,gray,other,-4.82937493033387,44.386083193732
23842,ASTRA 1F,1080,gray,other,10.8995667459531,44.3802796360693
23842,ASTRA 1F,1260,gray,other,20.8309017656575,44.345471426049
23842,ASTRA 1F,1439,gray,other,19.1622509763838,44.3015332956971
23846,MSAT M1,0,gray,other,-0.931120572335203,252.966870874366
23846,MSAT M1,180,gray,other,18.9758502390396,252.544228280136
23846,MSAT M1,360,gray,other,27.7864462739308,252.132753632901
23846,MSAT M1,540,gray,other,20.3381482390978,252.483402704272
23846,MSAT M1,720,gray,other,1.01395152480109,252.815740686807
23846,MSAT M1,900,gray,other,-18.8331008980167,252.428808517566
23846,MSAT M1,1080,gray,other,-27.5161013950419,252.127851921435
23846,MSAT M1,1260,gray,other,-19.9007110663733,252.593886183679
23846,MSAT M1,1439,gray,other,-0.596859896562819,252.964926732462
24307,INMARSAT 3-F2,0,gray,other,40.0658917181572,182.781108307025
24307,INMARSAT 3-F2,180,gray,other,56.8053181569267,182.793690175867
24307,INMARSAT 3-F2,360,gray,other,84.5610901982727,182.818170756071
24307,INMARSAT 3-F2,540,gray,other,107.057317439925,182.579391855359
24307,INMARSAT 3-F2,720,gray,other,111.138253705591,182.249208872884
24307,INMARSAT 3-F2,900,gray,other,94.4198312494118,182.138949908593
24307,INMARSAT 3-F2,1080,gray,other,66.6632349714782,182.14166495674
24307,INMARSAT 3-F2,1260,gray,other,44.1102351166555,181.99420593462
24307,INMARSAT 3-F2,1439,gray,other,39.9527361866058,181.814688909534
24315,AMC-1 (GE-1),0,gray,other,-10.4236837268909,229.109548269325
24315,AMC-1 (GE-1),180,gray,other,-1.76239220400021,229.218398032539
24315,AMC-1 (GE-1),360,gray,other,8.28234273411363,229.181549460557
24315,AMC-1 (GE-1),540,gray,other,13.7901883000668,229.063265813874
24315,AMC-1 (GE-1),720,gray,other,11.5170307516237,229.065970267149
24315,AMC-1 (GE-1),900,gray,other,2.79531575255533,229.144382572686
24315,AMC-1 (GE-1),1080,gray,other,-7.25162862871366,229.118467279916
24315,AMC-1 (GE-1),1260,gray,other,-12.7163672473835,229.04791618849
24315,AMC-1 (GE-1),1439,gray,other,-10.4180371652692,229.106181502777
24674,INMARSAT 3-F3,0,gray,other,-22.8115656464579,178.01524445864
24674,INMARSAT 3-F3,180,gray,other,-18.7091864133399,178.163051085433
24674,INMARSAT 3-F3,360,gray,other,-2.92968407193985,178.359923588696
24674,INMARSAT 3-F3,540,gray,other,15.2170718823036,178.245074262884
24674,INMARSAT 3-F3,720,gray,other,25.0451501992211,178.030336638362
24674,INMARSAT 3-F3,900,gray,other,20.7794627274125,178.082027016871
24674,INMARSAT 3-F3,1080,gray,other,4.92458173054911,178.223923200326
24674,INMARSAT 3-F3,1260,gray,other,-13.2062279323145,178.130020244869
24674,INMARSAT 3-F3,1439,gray,other,-22.9265084839353,178.002684789226
24713,AMC-2 (GE-2),0,gray,XXX,-2.46591242096474,275.394494791761
24713,AMC-2 (GE-2),180,gray,XXX,16.8536345093526,275.166223181146
24713,AMC-2 (GE-2),360,gray,XXX,25.9792445275016,274.974709283956
24713,AMC-2 (GE-2),540,gray,XXX,19.5625896130005,275.136266681743
24713,AMC-2 (GE-2),720,gray,XXX,1.38037111584708,275.254064393518
24713,AMC-2 (GE-2),900,gray,XXX,-17.8766829568267,275.058669166715
24713,AMC-2 (GE-2),1080,gray,XXX,-26.8601914205137,274.968937457193
24713,AMC-2 (GE-2),1260,gray,XXX,-20.2582687810136,275.238153289002
24713,AMC-2 (GE-2),1439,gray,XXX,-2.07612843967217,275.400518273605
